128,1464,1092
640,6032,451
1152,4016,167
1664,3850,72
2176,10753,349
2688,7022,100
3200,3914,112
3712,9284,72
4224,4328,26
4736,7291,59
5248,6969,43
5760,9216,61
6272,9200,71
6784,7010,31
7296,9300,8
7808,9300,0
8320,7144,41
8832,9284,32
9344,9300,32
9856,9300,8
10368,9264,32
10880,7381,16
11392,9300,8
11904,9300,0
12416,10853,131
12928,7162,18
13440,9296,8
13952,8790,280
14464,9300,0
14976,9300,8
15488,9300,0
16000,9300,0
