128,1567,861
640,4181,269
1152,5674,276
1664,5848,259
2176,5469,129
2688,6996,26
3200,5140,56
3712,6996,62
4224,7349,101
4736,3970,62
5248,5248,50
5760,4914,28
6272,6996,2
6784,4766,38
7296,7422,26
7808,2200,24
8320,5840,104
8832,6996,26
9344,6996,0
9856,6996,8
10368,5458,44
10880,6996,8
11392,7006,24
11904,7016,16
12416,5676,34
12928,6996,16
13440,6996,0
13952,6996,0
14464,6996,8
14976,4920,26
15488,6996,16
16000,6996,8
