128,2068,1650
640,8808,778
1152,12194,650
1664,7754,606
2176,11908,178
2688,11691,311
3200,10322,282
3712,12196,333
4224,10654,178
4736,12324,100
5248,12324,160
5760,11872,16
6272,12276,48
6784,18431,6039
7296,11745,133
7808,12048,40
8320,9746,125
8832,12622,36
9344,5944,60
9856,12308,56
10368,11872,16
10880,11491,131
11392,12052,114
11904,11873,40
12416,11952,40
12928,11768,24
13440,11857,37
13952,11768,48
14464,11920,32
14976,11920,24
15488,11284,17
16000,11516,21
