frame,tick,measured,x,y,z,vx,vy,vz,max_body_span
108,28080,1,25.800000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
109,28340,1,26.000000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
110,28600,1,26.200000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
111,28860,1,26.400000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
112,29120,1,26.600000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
113,29380,1,26.600000000,4.000000000,4.000000000,0.000000000,0.000000000,0.000000000,1
114,29640,1,26.800000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
115,29900,1,27.000000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
116,30160,1,27.200000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
117,30420,1,27.400000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
118,30680,1,27.600000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
119,30940,1,27.800000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
120,31200,1,28.000000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
121,31460,1,28.000000000,4.000000000,4.000000000,0.000000000,0.000000000,0.000000000,1
122,31720,1,28.200000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
123,31980,1,28.400000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
124,32240,1,28.600000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
125,32500,1,28.800000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
126,32760,1,29.000000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
127,33020,1,29.200000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
128,33280,1,29.400000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
129,33540,1,29.400000000,4.000000000,4.000000000,0.000000000,0.000000000,0.000000000,1
130,33800,1,29.600000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
131,34060,1,29.800000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
132,34320,1,30.000000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
133,34580,1,30.200000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
134,34840,1,30.400000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
135,35100,1,30.600000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
136,35360,1,30.800000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
137,35620,1,30.800000000,4.000000000,4.000000000,0.000000000,0.000000000,0.000000000,1
138,35880,1,31.000000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
139,36140,1,31.200000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
140,36400,1,31.400000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
141,36660,1,31.600000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
142,36920,1,31.800000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
143,37180,1,32.000000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
144,37440,1,32.200000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
145,37700,1,32.200000000,4.000000000,4.000000000,0.000000000,0.000000000,0.000000000,1
146,37960,1,32.400000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
147,38220,1,32.600000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
148,38480,1,32.800000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
149,38740,1,33.000000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
150,39000,1,33.200000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
151,39260,1,33.400000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
152,39520,1,33.600000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
153,39780,1,33.600000000,4.000000000,4.000000000,0.000000000,0.000000000,0.000000000,1
154,40040,1,33.800000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
155,40300,1,34.000000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
156,40560,1,34.200000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
157,40820,1,34.400000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
158,41080,1,34.600000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
159,41340,1,34.800000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
160,41600,1,35.000000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
