frame,tick,measured,x,y,z,vx,vy,vz,max_body_span
1,260,0,7.000000000,4.000000000,4.000000000,0.000000000,0.000000000,0.000000000,0
2,520,0,7.200000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
3,780,0,7.400000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
4,1040,0,7.600000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
5,1300,0,7.800000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
6,1560,0,8.000000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
7,1820,0,8.200000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
8,2080,0,8.400000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
9,2340,0,8.400000000,4.000000000,4.000000000,0.000000000,0.000000000,0.000000000,1
10,2600,0,8.600000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
11,2860,0,8.800000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
12,3120,0,9.000000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
13,3380,0,9.200000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
14,3640,0,9.400000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
15,3900,0,9.600000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
16,4160,0,9.800000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
17,4420,0,9.800000000,4.000000000,4.000000000,0.000000000,0.000000000,0.000000000,1
18,4680,0,10.000000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
19,4940,0,10.200000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
20,5200,0,10.400000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
21,5460,0,10.600000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
22,5720,0,10.800000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
23,5980,0,11.000000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
24,6240,0,11.200000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
25,6500,0,11.200000000,4.000000000,4.000000000,0.000000000,0.000000000,0.000000000,1
26,6760,0,11.400000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
27,7020,0,11.600000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
28,7280,0,11.800000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
29,7540,0,12.000000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
30,7800,0,12.200000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
31,8060,0,12.400000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
32,8320,0,12.600000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
33,8580,0,12.600000000,4.000000000,4.000000000,0.000000000,0.000000000,0.000000000,1
34,8840,0,12.800000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
35,9100,0,13.000000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
36,9360,0,13.200000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
37,9620,0,13.400000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
38,9880,0,13.600000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
39,10140,0,13.800000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
40,10400,0,14.000000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
41,10660,1,14.000000000,4.000000000,4.000000000,0.000000000,0.000000000,0.000000000,1
42,10920,1,14.200000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
43,11180,1,14.400000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
44,11440,1,14.600000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
45,11700,1,14.800000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
46,11960,1,15.000000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
47,12220,1,15.200000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
48,12480,1,15.400000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
49,12740,1,15.400000000,4.000000000,4.000000000,0.000000000,0.000000000,0.000000000,1
50,13000,1,15.600000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
51,13260,1,15.800000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
52,13520,1,16.000000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
53,13780,1,16.200000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
54,14040,1,16.400000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
55,14300,1,16.600000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
56,14560,1,16.800000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
57,14820,1,16.800000000,4.000000000,4.000000000,0.000000000,0.000000000,0.000000000,1
58,15080,1,17.000000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
59,15340,1,17.200000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
60,15600,1,17.400000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
61,15860,1,17.600000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
62,16120,1,17.800000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
63,16380,1,18.000000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
64,16640,1,18.200000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
65,16900,1,18.200000000,4.000000000,4.000000000,0.000000000,0.000000000,0.000000000,1
66,17160,1,18.400000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
67,17420,1,18.600000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
68,17680,1,18.800000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
69,17940,1,19.000000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
70,18200,1,19.200000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
71,18460,1,19.400000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
72,18720,1,19.600000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
73,18980,1,19.600000000,4.000000000,4.000000000,0.000000000,0.000000000,0.000000000,1
74,19240,1,19.800000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
75,19500,1,20.000000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
76,19760,1,20.200000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
77,20020,1,20.400000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
78,20280,1,20.600000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
79,20540,1,20.800000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
80,20800,1,21.000000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
81,21060,1,21.000000000,4.000000000,4.000000000,0.000000000,0.000000000,0.000000000,1
82,21320,1,21.200000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
83,21580,1,21.400000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
84,21840,1,21.600000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
85,22100,1,21.800000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
86,22360,1,22.000000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
87,22620,1,22.200000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
88,22880,1,22.400000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
89,23140,1,22.400000000,4.000000000,4.000000000,0.000000000,0.000000000,0.000000000,1
90,23400,1,22.600000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
91,23660,1,22.800000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
92,23920,1,23.000000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
93,24180,1,23.200000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
94,24440,1,23.400000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
95,24700,1,23.600000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
96,24960,1,23.800000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
97,25220,1,23.800000000,4.000000000,4.000000000,0.000000000,0.000000000,0.000000000,1
98,25480,1,24.000000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
99,25740,1,24.200000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
100,26000,1,24.400000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
101,26260,1,24.600000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
102,26520,1,24.800000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
103,26780,1,25.000000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
104,27040,1,25.200000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
105,27300,1,25.200000000,4.000000000,4.000000000,0.000000000,0.000000000,0.000000000,1
106,27560,1,25.400000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
107,27820,1,25.600000000,4.000000000,4.000000000,0.200000000,0.000000000,0.000000000,1
